"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",-0.0844978106156325,0.0788239611191442,-0.0534791142586069,-0.100592730634827,0.167462405836895,-0.0300763032027566,0.0290463778249199,-0.00127168856010522,0.00284560148369427,-0.0832207659206682,0.0640457664442295,0.128475164848524,0.0368126799629094,-0.0577220545791972,0.00336273239829642,0.0255232777586135,0.163699071989287,0.0227321298222383,0.0431667822219464,0.0330882632715208
"2",-0.0472170742881449,-0.0754300589109858,-0.00293056239002909,-0.0796024288643989,-0.011323746070252,0.0803594688766429,-0.0542509916228822,-0.0701994541370171,0.0159560306068024,-0.0668859249759847,0.0282100111236836,0.000748212933080325,-0.0512996590739317,0.0842330275822332,-0.0525872679485067,-0.0339089627942316,-0.00392550857216669,-0.0133278788249372,0.119659152637375,-0.101990825506351
"3",0.0474929127818258,0.0476607052235625,-0.00146664609627689,0.000520682849261814,0.0163802490837733,0.0391773617854155,0.0211666877181021,-0.140836048056626,-0.0568457644141872,-0.0736779092904108,-0.0982923466677912,0.00266601508414829,0.00191515513185507,0.0152389422611516,-0.0176386067317524,0.0409168333220013,0.143742540138835,0.072991406264248,0.039024509873306,0.0765154609917678
"4",0.132312597012522,0.147993909591095,-0.0296485457316101,0.013143887516854,-0.100345427450828,0.0266425340192861,0.0752605371819498,0.034863993471331,-0.0441994661186551,0.113617021779006,-0.0489850938255425,-0.0798634254544852,-0.0402592799915379,0.0499904477674781,0.0178910400656996,0.0808132272057022,0.109336839157727,-0.0181407356810908,0.0409857321576671,0.0537037989989813
"5",0.131938189921421,0.0292490207579909,0.0454252775935226,0.0263445560621453,-0.0183886260166953,0.105589624503732,0.147959656005287,-0.0503139809853293,0.118062558597032,-0.042336424175315,-0.00900708703482176,-0.0199163933961662,-0.0524169170385707,0.0476649088400733,-0.0262898797060497,0.0266884936136674,-0.0076711910489129,0.110200047324662,0.0605248105389263,0.0689451071244521
"6",0.168532985152314,0.109719356216088,0.108960344423158,0.0366360345310005,0.0624878089245212,-0.127652227726684,0.0909502545347725,0.0676741221446425,0.097215811101768,-0.0336418107146802,-0.034164704959901,0.0398164017633165,-0.0591928188204134,-0.089494327880718,-0.0795596430777614,0.0709320505363002,-0.0406226431340121,-0.0748135852767056,-0.0536232314985711,-0.0256088490397632
"7",-0.0895102850619268,0.0762071424625841,-0.115318214423216,-0.0117894947123414,0.14898802525032,0.0181261587428546,-0.0637416033517876,-0.0215324110951895,-0.0330864866998007,0.113404956243977,-0.0451754574158356,-0.0789270339191118,-0.00248009536408068,-0.037596919672718,0.0521865901081185,0.076089342767694,0.0264298393766863,0.0106065169475556,0.0663195571626007,0.0361737643318107
"8",0.0683705760355867,-0.019624953958987,-0.0343063022594984,-0.0730598999026545,0.0388799298059359,0.0811991780134546,-0.0375528290857312,-0.236466731026755,0.0896488627231961,0.0100724212040267,0.0984189439363549,0.0200420201943827,0.0847706828532864,0.0494903057618704,0.0870198399569919,0.00956339644024774,0.000880278646094469,0.0695032541190518,-0.0178692946233068,0.0498239174232531
"9",-0.102983231123186,0.00613887833822861,0.113049816629391,-0.0376918843936745,-0.0367877141358004,0.0495791655396056,-0.0414350288956076,0.00388302109261722,0.0120748176365599,0.150879517389687,-0.0272764746197206,0.0590196684470327,-0.0269184368869564,0.109066114831917,-0.0813588537781963,0.00289707846881208,-0.164572499210041,-0.0347883193734375,-0.0573905842202562,0.0714282519936422
"10",-0.0230447273472025,0.05129541009166,-0.0282092281589657,0.00127065200563829,-0.168440166910133,-0.0876342760182302,-0.113183079518812,0.0158619974387829,-0.0790099021430416,0.0374452398972278,-0.082880234625987,0.0406729509201025,-0.0138018751413933,-0.112295835640879,-0.0561468102918963,-0.0719866457764477,0.18778015368559,-0.016807944126656,0.0807973730840963,-0.0519484284058204
"11",0.0730935838288083,-0.0309585146502075,0.0821868262521728,-0.00789104268031384,-0.135191819769088,-0.0780628498889228,0.130280114415793,-0.0496404716405283,0.0122223597792271,0.00472882067173922,-0.0489611095895557,0.0746381696448596,-0.0593287484635077,0.0792163027466749,-0.0053077245858216,0.0388702135907561,0.0162036980784959,0.0343150109550402,0.0294367856304727,-0.0361517873664059
"12",0.0945911532541462,-0.00246049987120434,-0.027531399652196,0.0396211924036704,-0.0480569049823064,0.0543952559164656,0.0125943472841013,0.0772336796229008,0.0236785806939458,0.0272624879239629,0.0111977648435233,-0.0882313405454268,0.029194937683864,-0.0604929404079308,-0.046069372456571,0.0419147139710955,0.0553161081457754,0.0768711953183114,0.0352415367368234,0.170816056116954
"13",-0.200658780932397,0.0323543085197146,0.00375437014060497,-0.172044414823113,0.0751064095648576,0.0371187388562302,0.030122698958065,-0.0610605731317502,-0.0400383723243208,-0.0591725977965499,0.084806692692739,0.0506952369364429,0.0249746288755335,0.0559024560020066,-0.0344526889269504,-0.10148668515807,0.110172180333706,0.0606246507169249,0.0582758337766011,-0.0300668495607583
"14",-0.00244036317048133,-0.0962306384631048,0.130006062948749,-0.0517622741850138,-0.126747180150349,-0.0252402032699463,-0.0637090682838388,-0.105609341869195,-0.0233916269301227,-0.0774914281531675,0.0725808804312509,0.055634458460746,0.100548118482929,0.0808403010822062,0.103087735578045,0.070371144633188,0.014009672425756,-0.018207321625054,-0.0433932492534594,0.0582786469006649
"15",0.0334352826053486,-0.0291209189416705,0.0950740150845537,0.000514494371786539,0.00546039599337457,-0.0647382125713735,0.0644534681647577,-0.0299177918991388,-0.0130604501737124,-0.058044627994419,0.0463585782622343,0.103037931187442,-0.098472912045216,0.00775822816991948,-0.148623341781101,-0.0502212093308346,0.0165888636644945,-0.0759745015201143,0.00242334053482229,-0.0206183949177598
"16",0.0640576755723705,-0.0748035844996505,-0.0695294759653106,-0.106963081041478,-0.108522883297105,-0.0546811879164,-0.0588169260465697,-0.11599141287622,0.113058506125658,-0.0168757893363606,-0.00613386957941581,-0.0435129380807106,-0.143802652968977,0.0674638418042569,0.0734542757191635,-0.112338130531513,-0.0372424519680146,-0.0836746354791063,0.0961465140525783,-0.0287390897874429
"17",0.0233589776055357,-0.00914268881404782,-0.0464369595799927,0.035634916758549,0.0704620578969769,-0.0740471033431571,-0.0269381757836744,-0.136726496380249,0.0743291852571447,-0.00625671486961268,-0.00287766045553383,0.0771986409808894,0.103878956065714,-0.0251707278219951,-0.0808549447443856,0.076430793399683,-0.0379683608614831,-0.0146237689637368,0.0334947282163128,-0.032023010136256
"18",0.0430689697198711,0.0701882253330273,0.0320590024126211,0.0480614394752494,0.0839014584303078,-0.00721082910921062,0.0755243699998565,-0.016045425025505,0.0235390930878893,-0.110830897152676,-0.0717631488108502,0.197447667440933,0.0683660503644831,-0.00781038699579055,0.0184510689396047,0.0118244682482385,0.0325149551979067,0.0279194522208717,0.00282688478138677,0.0154485733928285
"19",0.035555297424893,0.00814830584755797,0.0641660082036666,-0.00278230865200585,-0.0449604696912826,0.0487372485172121,-0.0459716614832117,-0.0228241153205068,-0.00184661455587391,-0.0996609520952395,0.0327745209409135,0.0170475667509372,0.0508205915067747,-0.0380907253641539,-0.13917773438517,-0.0133094846566787,-0.0618677050866132,0.0857829632543466,-0.0369599541582163,0.0884375222366616
"20",-0.000130470734351267,-0.00184393603603231,0.156930314411809,-0.021998775590382,-0.057844522175579,-0.134703930153906,0.0369585710131227,-0.0393163746789956,-0.0455936123634971,-0.0607600976547759,-0.0562382375036235,-0.0132584616145412,-0.00172611430194806,0.00166202608903155,0.150742956028334,-0.059616530187025,0.0092343834473329,-0.000960276060441284,0.120202048393571,0.0041147697788799
"21",0.098397666740375,-0.0723338100905235,-0.0169558271437886,-0.0536329939650268,-0.101473522182971,-0.0250787895890444,-0.0872780902782832,0.0384510832444414,-0.0200246608613419,0.114537179399599,-0.159713114114909,0.00150673759535234,-0.00165116143749639,0.0759744298246961,-0.0427187542839215,0.138258649553759,0.0360402685515483,0.0438509747276451,-0.0378054368378353,-0.0242260600377952
"22",-0.0100330480776037,0.00520219740936036,0.0624883041367015,0.112866096503348,-0.0645281833296039,-0.0292562615952966,0.0257306765471666,0.0916411943411731,-0.0594375607483734,-0.0541193090994423,0.0126725683775908,0.075290270638558,0.0606620449305951,0.106573112334094,-0.0577793141544135,-0.00171367658412363,-0.0296547396502506,0.0177422840402919,-0.0501340320304055,-0.00244936526944885
"23",-0.061838049665626,0.101283703001068,-0.0431263802433005,-0.0843820318947509,0.0260248622293729,-0.114873146851693,-0.00851893512304939,0.101906974413968,-0.0552856565556357,0.0475004468353311,0.0249420963537228,0.13288517716469,0.0479485836419369,-0.0074718105546544,-0.0857678395876415,-0.10235169567303,-0.0226755481439227,-0.0983254069541993,0.0116518745031739,-0.0100476163484483
"24",-0.0393980953875703,0.0192224783050256,0.100386568029014,0.0663151855786732,-0.00684350704652555,-0.194287818219619,0.0885386467828639,0.101139790200738,0.0513551826912457,-0.0350617335333036,0.033690533796031,-0.0672416219420425,-0.0832431954102054,0.0365162243520408,-0.01726020951908,-0.0016742017137583,0.00204820012885913,0.0878336277766056,0.0381599131228032,-0.0395768792161571
"25",0.00322779816348904,-0.0817031519331897,0.119563658020447,-0.0257112823526086,0.083933939607152,-0.10958456556337,0.148173745981416,-0.176328664240948,0.089408658316615,-0.13580579436732,-0.0497396805212211,-0.0153552297393849,-0.128676603868021,0.0490292439811981,0.0978227856795385,-0.00332755772941291,0.0247605685951815,-0.0220163448962025,-0.0351252269666018,-0.0233388843677606
