rsfmri_c_ngd_cgc_ngd_cgc,rsfmri_c_ngd_cgc_ngd_ca,rsfmri_c_ngd_cgc_ngd_dt,rsfmri_c_ngd_cgc_ngd_dla,rsfmri_c_ngd_cgc_ngd_fo,rsfmri_c_ngd_cgc_ngd_rspltp,rsfmri_c_ngd_cgc_ngd_sa,rsfmri_c_ngd_cgc_ngd_smh,rsfmri_c_ngd_cgc_ngd_smm,rsfmri_c_ngd_cgc_ngd_vta,rsfmri_c_ngd_cgc_ngd_vs,rsfmri_c_ngd_ca_ngd_ca,rsfmri_c_ngd_ca_ngd_dt,rsfmri_c_ngd_ca_ngd_dla,rsfmri_c_ngd_ca_ngd_fo,rsfmri_c_ngd_ca_ngd_rspltp,rsfmri_c_ngd_ca_ngd_sa,rsfmri_c_ngd_ca_ngd_smh,rsfmri_c_ngd_ca_ngd_smm,rsfmri_c_ngd_ca_ngd_vta,rsfmri_c_ngd_ca_ngd_vs,rsfmri_c_ngd_dt_ngd_dt,rsfmri_c_ngd_dt_ngd_dla,rsfmri_c_ngd_dt_ngd_fo,rsfmri_c_ngd_dt_ngd_rspltp,rsfmri_c_ngd_dt_ngd_sa,rsfmri_c_ngd_dt_ngd_smh,rsfmri_c_ngd_dt_ngd_smm,rsfmri_c_ngd_dt_ngd_vta,rsfmri_c_ngd_dt_ngd_vs,rsfmri_c_ngd_dla_ngd_dla,rsfmri_c_ngd_dla_ngd_fo,rsfmri_c_ngd_dla_ngd_rspltp,rsfmri_c_ngd_dla_ngd_sa,rsfmri_c_ngd_dla_ngd_smh,rsfmri_c_ngd_dla_ngd_smm,rsfmri_c_ngd_dla_ngd_vta,rsfmri_c_ngd_dla_ngd_vs,rsfmri_c_ngd_fo_ngd_fo,rsfmri_c_ngd_fo_ngd_rspltp,rsfmri_c_ngd_fo_ngd_sa,rsfmri_c_ngd_fo_ngd_smh,rsfmri_c_ngd_fo_ngd_smm,rsfmri_c_ngd_fo_ngd_vta,rsfmri_c_ngd_fo_ngd_vs,rsfmri_c_ngd_rspltp_ngd_rspltp,rsfmri_c_ngd_rspltp_ngd_sa,rsfmri_c_ngd_rspltp_ngd_smh,rsfmri_c_ngd_rspltp_ngd_smm,rsfmri_c_ngd_rspltp_ngd_vta,rsfmri_c_ngd_rspltp_ngd_vs,rsfmri_c_ngd_sa_ngd_sa,rsfmri_c_ngd_sa_ngd_smh,rsfmri_c_ngd_sa_ngd_smm,rsfmri_c_ngd_sa_ngd_vta,rsfmri_c_ngd_sa_ngd_vs,rsfmri_c_ngd_smh_ngd_smh,rsfmri_c_ngd_smh_ngd_smm,rsfmri_c_ngd_smh_ngd_vta,rsfmri_c_ngd_smh_ngd_vs,rsfmri_c_ngd_smm_ngd_smm,rsfmri_c_ngd_smm_ngd_vta,rsfmri_c_ngd_smm_ngd_vs,rsfmri_c_ngd_vta_ngd_vta,rsfmri_c_ngd_vta_ngd_vs,rsfmri_c_ngd_vs_ngd_vs
0.32606777123449676,0.028999009007432887,-0.04506962469217864,0.16318161272324735,-0.1535338245139466,-0.13613669660326277,0.2595796851060475,0.1977406144891008,0.08273900479971878,-0.04668280076685923,-0.013135503496225937,1.0,-0.04581852762339392,-0.0013843619556979444,-0.000916901023737884,0.13903622599318427,0.05923458285565103,-0.03833675692082173,-0.16095696399724127,-0.0878921048349002,-0.07773154987268945,0.29436090618640576,-0.15544229302751295,0.13529857731685818,0.05718230729039081,0.00965653356118267,-0.06793926328931321,-0.14565243706090314,0.04979803334405275,-0.22803218548632978,0.2325095870842972,0.05716587587021965,0.11761235640952322,-0.03453347353061649,0.07463068032441596,0.06184905312064691,-0.04397835436056176,0.09994835017418735,0.31459268608230806,-0.12285088466281287,0.11077009157145247,-0.0414244468629912,-0.061299806943304766,-0.013237843447946008,-0.0709982258793068,0.5563891396079155,0.014033777521885527,-0.008113432529887598,-0.019348267643914886,-0.045004065604102875,0.003204799734215034,0.46479084212536936,-0.010989980919205538,-0.13067617010405586,0.1458896412378089,-0.04704841050328625,0.2628292888600746,0.4482354354230865,0.000158726336090275,-0.03744471066469445,0.43365181074224235,0.0036150514667883404,0.040177147669590046,0.24468257217918044,-0.11983763392855973,0.35137061045692825
0.22438085001197108,0.11803476975324016,-0.16772518659632527,0.15019972802968504,0.03002070248211457,-0.16429560528780407,0.21794187091676973,0.14329061967443002,0.27910591792414047,0.037993604233682185,0.007726292974699938,1.0,-0.07347921302715096,0.004719453563668283,0.09664678584160814,0.04914540045433271,0.28879287070323617,-0.08126603676720706,-0.18328414863142595,-0.21568239059449865,0.004040964032501757,0.27162645954614584,-0.19208935503898877,0.02602325485160599,0.1731045427818645,0.06359617324140725,-0.02407727724155844,-0.11001200554135135,-0.03561634778243904,-0.1663396090663167,0.2614851716905764,0.07470133866024146,0.047890252990013746,-0.003226418183669229,0.09363373377162676,-0.01120159063837263,-0.13365177985546398,0.11120050589822976,0.13845813948335178,-0.13700177307198416,-0.0430357692726995,-0.1178395208163156,-0.02648462359317722,0.010413259750477596,-0.10060300553095261,0.4937376737971155,-0.1718471068201781,-0.015465286889084674,-0.04051147065987729,-0.032143469972167986,0.13033983460598347,0.5525963456747732,-0.047353971698155146,-0.03794372162161069,-0.014005230397406863,-0.2145152593908388,0.41299722231717595,0.15287499945441044,-0.046016094728555536,0.184217168883721,0.5169110722759341,0.06072782870173377,-0.02091473942758857,0.4208547303318148,-0.06364659240970742,0.31243456869854497
0.3250558730511955,0.017559945931249803,-0.03718247917558175,0.19325520590053633,-0.04839024938236951,0.018453220050319786,0.09824126553177698,0.127202011636269,0.18902708340958752,0.049381487083828605,-0.011068599671242758,0.9456476737668306,0.0029312202859542893,-0.03727033630524564,0.03563525833217907,0.16547595051133912,0.22495835637694478,-0.13999162376754723,-0.04200126683938222,-0.07465408356406744,-0.01508279867338263,0.2427792213872537,-0.09602753834480596,-0.005740639685311109,0.15540576910423112,0.14622864747788555,-0.16051302963383918,-0.18672425056429232,0.0699935957603735,-0.17969281539932216,0.30182207953871115,0.06921145319015538,0.007665256612176607,0.003942619551056472,-0.04703678167969875,0.03744004378709141,-0.09019162025285614,-0.07343423550893878,0.27213793711807077,-0.09323306522341256,0.1574897328199967,-0.08876571757196222,-0.12476489038382965,0.013152140764446315,-0.07534389659947088,0.5501994812439006,-0.0996675051921032,-0.012147618564394655,-0.06761669798631369,0.001512785102702655,0.0937903279983005,0.46959077299030405,-0.11153786876264869,-0.04257277018037065,0.07483075121271757,-0.08647810110888365,0.3485203860974233,0.2868410401526612,-0.03934534823780314,-0.0923347056082153,0.6724389082347054,0.003618199078381382,0.08452158481486026,0.20819334933084005,-0.056261795089025436,0.4833702301786603
0.17289392956157384,-0.048203763206607325,-0.15955241318724991,0.14432213448592557,-0.039219312802088103,-0.023892326523722657,0.02868122140029604,0.08810254508822604,0.23302170003297376,0.0012861674626424475,-0.03693364728569237,1.0,0.034836939200178045,0.016876269010143864,0.09145824133675784,0.20591000784524624,0.17773314976127208,-0.2662710520850897,-0.11307759105949285,-0.06437911354336241,-0.039985064422085395,0.2217931555883924,-0.16011561436057495,0.06453456063289176,0.06942367944577353,0.11140687699692406,-0.05339335626439603,-0.06243244202623115,0.07437773738608666,-0.17579297474712235,0.1842363537228737,0.011635982809283971,0.02162283626957263,-0.03129224682528126,0.09624644441874809,-0.0512919588069292,-0.1885632803020022,0.1585770945117401,0.25984917314996925,-0.040748819925373575,0.24278358476835749,-0.10811862276538127,0.00040735029239563175,0.019177928707485716,-0.17143734917497921,0.6331482205886568,-0.10451584462507241,-0.03620156466801936,0.129579337037682,-0.15723119841973007,0.26915481304700156,0.21180267405915273,-0.08996183519652379,0.02229265724175686,-0.07388159876601182,-0.07837693009661888,0.37555798464290424,0.11032006734629668,-0.0030313461934198967,-0.056903474452763905,0.4640158541646314,0.04363690388760156,-0.0482143137706423,0.21720597378384354,-0.06819234226929871,0.4229175812803299
0.25662047426950524,-0.09697941228480614,-0.11938971593642467,0.07676214202603815,-0.011571347474803201,-0.15097621949341034,0.15978705616955596,0.015251508790148553,-0.014890078594228614,0.004626876254018192,0.007289364177505279,0.9633409160206565,0.09408691413428338,0.01407734417055616,0.07283787749299227,0.08386894698918236,0.03610677441593944,-0.1270176512949275,0.09665366832477465,0.01903509805040293,0.10697699381054673,0.2845828648730588,-0.16245137206129345,0.09758884770794739,0.0040084202524855814,0.14011983129635858,0.012815883302567508,-0.04133681335774379,0.020577839606995656,-0.11413812441142925,0.2808119608926599,0.08126270145842483,0.035697003472764936,-0.020922975268333244,0.0746041133422354,-0.06898469881025861,-0.07268221499243492,0.03384136197618267,0.2413741286438448,-0.08897024778132503,0.11070622861550895,-0.07251542938597524,0.07693269519086661,-0.0729748482804464,-0.19181561742387512,0.6748854009139501,-0.050858548076640885,-0.0869406123031375,-0.04324629195170002,-0.14086624380371066,0.14575593504481246,0.19105723840540745,-0.1642836344279339,-0.17236149263972297,-0.004442158194088166,-0.10615521702261652,0.4707129859111388,0.3609238504756307,-0.06788439876715555,-0.1299121600383281,0.7936416759405995,0.020241732212371424,0.06616781089302905,0.29582469141218076,-0.10387290117800659,0.4577105604244478
0.28367912991694444,0.02933350201770761,-0.1387817904117407,0.15663605209382125,-0.04015790459095738,-0.11317417085721017,0.07169996713711244,0.1226975891470346,0.024465298940775756,-0.09807993244178992,-0.043034832830651314,1.0,-0.12277111323451864,-0.014647811540608773,0.1351783100549141,0.15629571136620501,0.23732242825764352,-0.0625487702075643,0.05608855388261205,-0.05303435747624001,-0.06085185897437529,0.28110094204147457,-0.13664140541259887,0.15752373535884623,0.006905945833793545,0.17748098513712351,-0.08850589577100906,-0.15540734345335966,0.1407064864453174,-0.151000571868927,0.3236056446849777,0.030530975653103982,0.09103913095366264,-0.08159484451740714,-0.0013781981806135792,-0.026528754689028374,-0.010792006579520766,0.06064265193184293,0.3002088791943937,-0.09680609077814627,0.19298610824865906,-0.039965999318303504,-0.10386361046122934,0.01581169715494583,-0.20398486366276103,0.5981283438353957,-0.0636800675263686,-0.02041262140963213,-0.02457435815082829,-0.13286203800355997,0.26416662281873743,0.4691485586386401,-0.05129605903903992,0.023666790391838756,0.04782433656716734,-0.13651099782006548,0.31196872393357034,0.27787742775133456,0.033803058069516806,-0.010157002699707852,0.6399704216415167,-0.052733924998020494,0.06653813325104681,0.22428672114205386,-0.08208819742719485,0.30957292676437526
0.19659144616408875,-0.04197383931731519,-0.17680648577264907,0.07420967277612496,-0.04457290425326985,0.0009138249574906034,0.1717776343050767,0.21057139032369968,0.2131911952287576,-0.03700061330144951,-0.019491727194967653,0.9410757613740836,0.023062889699365343,-0.08588720428489102,0.06308604458969967,0.13747553833278406,0.33263090837502657,-0.16136680332573455,-0.12648029217870807,-0.13975959757780393,0.05205668679195996,0.26044484687724617,-0.18219931886477,0.2076229841337064,0.06633009791614908,0.11259147456468648,-0.12931928582783356,-0.07740093876243147,0.10503242166811015,-0.11490868093370246,0.2974670747084063,0.015094629294597053,0.061013579690667084,-0.009606975593666463,0.03351585671209978,-0.016278494944188305,-0.008670354098239852,-0.024513765744819345,0.22461928720183005,-0.04824256119009614,0.01690770257171399,-0.06224043848415253,-0.18141316350035522,-0.04713020966788288,-0.07844838971694108,0.5557445299453413,-0.18230075596683215,-0.07424517589840723,-0.031730009128926207,-0.14950097258455297,0.02379670956903167,0.3441223728291336,-0.060502808719767896,-0.04699361857476898,0.05876934897009168,-0.06212013767894612,0.23323847693351984,0.06387994285612357,-0.06735368360546326,0.08512353330121127,0.6652887439162297,0.09806343343940907,0.10031530091983924,0.24296018159142568,-0.09949399533672769,0.47878674827654166
0.28060870650224967,0.004464919262612865,-0.1759740876356067,0.10462570552797855,-0.003964906987762637,-0.1690124188912355,0.07177361975624241,0.07878634398216464,-0.011057578251640096,0.04778347207819943,0.059592072076761725,1.0,0.08066972601411804,-0.009636366337571079,0.08106213511460221,0.22929815162181322,0.12591985791651797,-0.19390435103792994,0.024857903009512815,-0.2138590755623257,-0.08140440339566866,0.27400472621710964,-0.04964959486527216,-0.019664857448716263,-0.013540082983951708,0.0031836643397997553,-0.089081185257469,-0.09116690793666869,0.025321781057521357,-0.0729033628051535,0.22541394221418504,0.09687847877322256,0.022238209815952266,-0.011777446267800591,8.574877457651768e-05,0.008285903865485139,-0.010411532481931675,-0.02801750798193352,0.32114257682164693,-0.06474353945863642,0.05299634612939622,-0.08748258541497422,-0.1799393726590635,0.0768284799955133,-0.18870629255575896,0.7268201719197533,-0.05213157321747603,-0.04107525462410459,-0.025988376867384196,-0.021431841993174865,0.07570696993008003,0.4264584715946549,-0.09786131532973441,0.03615025853463046,0.16647567640585553,-0.08588394716393781,0.21690589506364794,-0.032097281363638944,-0.012157602457561855,-0.041332617009403036,0.5569827655879334,0.06722022027679747,-0.10408547522240372,0.11910905234060465,-0.1520921948061276,0.3300755206323486
0.38666781623193586,0.153663619657001,-0.168679136717967,0.1383235961592705,-0.09392251906267057,-0.16528131313573016,0.226721071182501,0.06014031788070367,0.06771300745626785,-0.03394431567696463,-0.04723745241881749,0.6256162822434804,0.09528771653021031,0.13804921681325677,0.03544350293520025,0.09916137028147964,0.09384683508205453,-0.11317839858108956,-0.1298369312300964,-0.07991156091387751,0.03268056542422494,0.25041031222093213,-0.0813128553739201,0.04512006690938449,0.069782044173126,0.10901968093251983,-0.14215521272668633,0.003380586175890253,0.11497439272355817,-0.04908847063164998,0.23653175115546268,0.035406288095557015,-0.05077126305796172,-0.05367999016557585,0.0383296643667004,0.0703522676524222,-0.04670617488697814,-0.05215661541221831,0.21485002875903772,-0.06032222107467278,0.10620737179500636,-0.036135981246955974,-0.10828826201970607,0.05915775137516558,-0.06649617105392565,0.4868373974053564,-0.21422536565180242,-0.09092889907545608,-0.038678056687342095,-0.15751491962237227,0.17623555788385836,0.2899736189931401,-0.08158420698207056,0.035235217730510554,0.004868521047847081,-0.09821656242370794,0.32132392238337015,0.2049840262818455,-0.02483723996059779,-0.06798623289842158,0.3602427468755811,-0.017158342809145372,0.1078248578203957,0.21995579841432605,-0.090050069763528,0.41915292890272093
0.219491021733125,0.03462914793389224,-0.11939849725169834,0.12106904442880724,0.03246641880038718,-0.0684624081984257,0.06961844332874567,0.07906633815523344,0.2650615974991509,-0.00264751639924851,0.009450435231402637,0.9295356478077021,-0.023567661740452384,-0.038157666472533235,0.007130452982820256,0.15549117359792225,0.15963863214646287,-0.07716881253875804,-0.13067752082577866,-0.13492292747300857,0.05912141461291359,0.148691638232873,-0.131665412761113,-0.005588797987488553,0.15679402866420153,0.06076663207848119,-0.06015469948858404,-0.1329883161624502,0.051100494980912264,-0.16271623980147165,0.37354110040970234,0.1077637033738877,0.016406297970165695,-0.03328007927924355,0.06452840899764005,0.04924263160420249,-0.01579201868051433,0.10766141688618933,0.2483775849425492,-0.009449792894492812,0.043909077874981876,-0.03868608125384123,-0.11964543897228073,0.06450505131174394,-0.14015682856711623,0.5138341307878324,0.005715353861878858,-0.07046637872289269,-0.19334777161046707,-0.12099324645585009,0.1514349334862048,0.4019978748376574,-0.1041916133582851,-0.2741987287485433,0.07390359097465028,-0.11759327983779069,0.30401873954383046,0.23909617035203223,-0.02769763624895979,-0.030476839650231555,0.6913582849732902,0.00516284846639987,0.054881729060942804,0.18397923814665887,0.037720645308137506,0.5964263671035152
